,year,selling_price,km_driven,fuel,seller_type,transmission,owner,selling_price_log,km_driven_log
317,2017,700000,21170,Diesel,Dealer,Manual,First Owner,13.45883704259595,9.96038759966894
318,2013,2000000,167223,Diesel,Dealer,Automatic,First Owner,14.508658238524095,12.027089510001618
319,2017,1000000,40000,Diesel,Individual,Manual,First Owner,13.815511557963774,10.596659732783579
320,2011,1375000,60000,Diesel,Individual,Automatic,First Owner,14.13396501635527,11.002116507732017
321,2016,1800000,141440,Diesel,Dealer,Manual,First Owner,14.403297778421795,11.859637947982224
322,2007,160000,120000,Diesel,Individual,Manual,Third Owner,11.982935344196433,11.695255355062795
323,2012,525000,140000,Petrol,Individual,Automatic,First Owner,13.171155446333852,11.849404844423074
324,2012,850000,212814,Diesel,Dealer,Manual,First Owner,13.652992804936396,12.268178522687217
325,2019,800000,30000,Diesel,Individual,Manual,First Owner,13.592368256649284,10.308985993422082
326,2017,700000,88635,Diesel,Dealer,Manual,First Owner,13.45883704259595,11.392293374609096
327,2018,800000,25000,Diesel,Individual,Manual,First Owner,13.592368256649284,10.12667110305036
328,2017,575000,20000,Petrol,Individual,Manual,Second Owner,13.26212705890841,9.90353755128617
329,2012,350000,110000,Diesel,Individual,Manual,Second Owner,12.765691290604371,11.608244735642321
330,2008,250000,120000,Diesel,Individual,Manual,Third Owner,12.429220196836383,11.695255355062795
331,2011,600000,149674,Diesel,Dealer,Manual,Second Owner,13.304686600863562,11.916221555793554
332,2007,370000,100000,Diesel,Individual,Manual,Third Owner,12.821260987319457,11.51293546492023
333,2006,80000,120000,Petrol,Individual,Manual,Third Owner,11.289794413577894,11.695255355062795
334,2003,50000,120000,Diesel,Individual,Manual,Second Owner,10.819798284210286,11.695255355062795
335,2018,900000,25000,Diesel,Individual,Manual,First Owner,13.710151153416941,10.12667110305036
336,2014,300000,35000,Petrol,Individual,Manual,Second Owner,12.611541086966115,10.463131911491967
337,2002,125000,40000,Petrol,Individual,Manual,First Owner,11.736077016252437,10.596659732783579
338,2015,490000,60000,Diesel,Individual,Manual,Second Owner,13.102162710901053,11.002116507732017
339,2012,300000,50000,Diesel,Individual,Manual,Second Owner,12.611541086966115,10.819798284210286
340,2013,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner,10.915106645867503,10.12667110305036
341,2016,350000,25000,Petrol,Individual,Manual,First Owner,12.765691290604371,10.12667110305036
342,2019,755000,8000,Diesel,Individual,Manual,First Owner,13.534474352733596,8.987321812850125
343,2017,720000,60000,Diesel,Individual,Manual,First Owner,13.487007879880162,11.002116507732017
344,2006,229999,200000,Diesel,Individual,Manual,Third Owner,12.345834587905333,12.206077645517674
345,2018,1100000,20000,Diesel,Individual,Manual,First Owner,13.910821646859095,9.90353755128617
346,2013,400000,100000,Petrol,Individual,Manual,First Owner,12.899222326086994,11.51293546492023
347,2015,350000,70000,Diesel,Individual,Manual,Second Owner,12.765691290604371,11.156264806643742
348,2012,159000,68000,Diesel,Dealer,Manual,First Owner,11.976665770490767,11.127277689932466
349,2017,550000,38000,Petrol,Dealer,Manual,First Owner,13.217675375388819,10.545367754151743
350,2013,335000,80000,Diesel,Dealer,Manual,First Owner,12.721888795877375,11.289794413577894
351,2014,185000,72000,CNG,Dealer,Manual,First Owner,12.128116509451258,11.184435286790631
352,2012,229999,75000,CNG,Dealer,Manual,First Owner,12.345834587905333,11.225256725762893
353,2014,225000,43000,Petrol,Dealer,Manual,First Owner,12.323860125621126,10.668978650219241
354,2007,250000,120000,Petrol,Individual,Manual,Second Owner,12.429220196836383,11.695255355062795
355,2015,400000,100000,Diesel,Individual,Manual,First Owner,12.899222326086994,11.51293546492023
356,2014,470000,163000,Diesel,Individual,Manual,First Owner,13.060490101343552,12.001511614739405
357,2018,300000,25000,Petrol,Individual,Automatic,First Owner,12.611541086966115,10.12667110305036
358,2011,145000,25000,Petrol,Individual,Manual,First Owner,11.884495917930655,10.12667110305036
359,2007,100000,90000,Petrol,Individual,Manual,Second Owner,11.51293546492023,11.407576060361786
360,2014,500000,70000,Diesel,Individual,Manual,Second Owner,13.122365377402328,11.156264806643742
361,2010,130000,98000,CNG,Individual,Manual,Second Owner,11.775297421715827,11.49273296168228
362,2010,240000,81925,Diesel,Individual,Manual,First Owner,12.388398368982115,11.313571679778757
363,2013,150000,80000,Diesel,Individual,Manual,Second Owner,11.918397239722838,11.289794413577894
364,2017,270000,40000,Petrol,Individual,Manual,First Owner,12.506180941677357,10.596659732783579
365,2014,400000,90000,Diesel,Individual,Manual,First Owner,12.899222326086994,11.407576060361786
366,2012,200000,46000,Petrol,Individual,Manual,First Owner,12.206077645517674,10.736418414365376
367,2012,550000,80000,Diesel,Individual,Manual,First Owner,13.217675375388819,11.289794413577894
368,2018,325000,35000,Petrol,Individual,Manual,First Owner,12.691583538230217,10.463131911491967
369,2017,860000,82080,Diesel,Individual,Automatic,First Owner,13.664688831019712,11.315461843566249
370,2012,600000,200000,Diesel,Individual,Manual,First Owner,13.304686600863562,12.206077645517674
371,2009,125000,70000,Petrol,Individual,Manual,First Owner,11.736077016252437,11.156264806643742
372,2000,60000,40000,Petrol,Individual,Manual,Third Owner,11.002116507732017,10.596659732783579
373,2010,300000,120000,Diesel,Individual,Manual,Third Owner,12.611541086966115,11.695255355062795
374,2007,190000,60000,Petrol,Individual,Manual,Third Owner,12.154784614286667,11.002116507732017
375,2013,400000,110000,Diesel,Individual,Manual,First Owner,12.899222326086994,11.608244735642321
376,2011,260000,97000,Diesel,Individual,Manual,Second Owner,12.468440756144114,11.48247656671073
377,2017,400000,30000,Petrol,Individual,Manual,First Owner,12.899222326086994,10.308985993422082
378,2010,250000,40000,Petrol,Individual,Manual,First Owner,12.429220196836383,10.596659732783579
379,2019,600000,10000,Petrol,Individual,Manual,First Owner,13.304686600863562,9.210440366976517
380,2010,175000,52047,Petrol,Individual,Manual,First Owner,12.07254696717504,10.859921648713133
381,2011,450000,200000,Diesel,Individual,Manual,Third Owner,13.017005083966255,12.206077645517674
382,2019,350000,15000,Petrol,Individual,Automatic,Second Owner,12.765691290604371,9.61587214452889
383,2018,800000,50000,Diesel,Individual,Manual,First Owner,13.592368256649284,10.819798284210286
384,2011,250000,70000,Petrol,Individual,Manual,Second Owner,12.429220196836383,11.156264806643742
385,2019,600000,10000,Petrol,Individual,Manual,First Owner,13.304686600863562,9.210440366976517
386,2017,600000,90000,Diesel,Individual,Manual,First Owner,13.304686600863562,11.407576060361786
387,2016,130000,40000,Petrol,Individual,Manual,First Owner,11.775297421715827,10.596659732783579
388,2006,90000,62009,Petrol,Individual,Manual,Second Owner,11.407576060361786,11.035050941343924
389,2017,595000,33100,Petrol,Individual,Manual,Second Owner,13.296318365198623,10.407318772389159
390,2014,190000,40000,Petrol,Individual,Manual,Second Owner,12.154784614286667,10.596659732783579
391,1999,50000,120000,Petrol,Individual,Manual,Second Owner,10.819798284210286,11.695255355062795
392,2007,95000,80000,Petrol,Individual,Manual,First Owner,11.461642696843066,11.289794413577894
393,2016,1000000,70000,Diesel,Individual,Manual,First Owner,13.815511557963774,11.156264806643742
394,2006,220000,220000,Petrol,Individual,Manual,Second Owner,12.301387370778713,12.301387370778713
395,2010,400000,50000,Diesel,Individual,Manual,First Owner,12.899222326086994,10.819798284210286
396,2015,315000,45000,Petrol,Individual,Manual,Second Owner,12.660331092405906,10.714439990727769
397,2014,1000000,110000,Diesel,Individual,Manual,First Owner,13.815511557963774,11.608244735642321
398,2014,500000,49000,Diesel,Individual,Manual,First Owner,13.122365377402328,10.799595985047786
399,2018,1600000,35000,Diesel,Individual,Automatic,First Owner,14.285514812209815,10.463131911491967
400,2017,500000,160000,Diesel,Individual,Manual,First Owner,13.122365377402328,11.982935344196433
401,2007,70000,180000,Petrol,Individual,Manual,Third Owner,11.156264806643742,12.100717685412471
402,2007,105000,60000,Petrol,Individual,Manual,Second Owner,11.561725152903833,11.002116507732017
403,2008,400000,110000,Diesel,Individual,Manual,Third Owner,12.899222326086994,11.608244735642321
404,2004,80000,60000,Petrol,Individual,Manual,Third Owner,11.289794413577894,11.002116507732017
405,2016,300000,30000,Petrol,Individual,Manual,First Owner,12.611541086966115,10.308985993422082
406,2017,409999,40000,Diesel,Individual,Manual,First Owner,12.92391243868049,10.596659732783579
407,2009,250000,70000,Petrol,Individual,Manual,First Owner,12.429220196836383,11.156264806643742
408,2010,250000,120000,Diesel,Individual,Manual,Second Owner,12.429220196836383,11.695255355062795
409,2012,215000,80000,Diesel,Individual,Manual,Third Owner,12.278397958261774,11.289794413577894
410,2015,1400000,120000,Diesel,Individual,Manual,First Owner,14.151983508870947,11.695255355062795
411,2018,475000,20000,Petrol,Individual,Manual,First Owner,13.07107218827772,9.90353755128617
412,2018,475000,22000,Petrol,Individual,Manual,First Owner,13.07107218827772,9.99884318585288
413,2008,75000,35000,Petrol,Individual,Manual,Second Owner,11.225256725762893,10.463131911491967
414,2013,200000,120000,Diesel,Individual,Manual,Second Owner,12.206077645517674,11.695255355062795
415,2019,575000,8000,Petrol,Individual,Manual,First Owner,13.26212705890841,8.987321812850125
416,2011,150000,40000,Diesel,Individual,Manual,Second Owner,11.918397239722838,10.596659732783579
417,2018,850000,10000,Diesel,Individual,Manual,First Owner,13.652992804936396,9.210440366976517
418,2019,350000,30000,Petrol,Individual,Manual,First Owner,12.765691290604371,10.308985993422082
419,2011,550000,54000,Diesel,Individual,Manual,Second Owner,13.217675375388819,10.896757843893464
420,2017,330000,80577,Petrol,Individual,Manual,First Owner,12.706850963741102,11.296980938382712
421,2017,1044999,25000,Diesel,Individual,Manual,First Owner,13.85952744338105,10.12667110305036
422,2011,300000,127500,Diesel,Individual,Manual,Second Owner,12.611541086966115,11.755879486687116
423,2015,235000,40903,Petrol,Dealer,Manual,First Owner,12.367345048436391,10.618983136759836
424,2011,120000,60000,Petrol,Individual,Manual,Third Owner,11.695255355062795,11.002116507732017
425,2004,130000,46000,Petrol,Individual,Manual,First Owner,11.775297421715827,10.736418414365376
426,2004,275000,22288,Diesel,Dealer,Manual,Second Owner,12.524530013005734,10.011848562206193
427,2011,270000,180000,Diesel,Individual,Manual,Second Owner,12.506180941677357,12.100717685412471
428,2015,500000,30000,Diesel,Individual,Manual,Second Owner,13.122365377402328,10.308985993422082
429,2015,400000,61690,Petrol,Dealer,Manual,First Owner,12.899222326086994,11.029893332154973
430,2015,600000,64484,Petrol,Dealer,Manual,First Owner,13.304686600863562,11.074187917598492
431,2012,1350000,90000,Diesel,Individual,Automatic,Second Owner,14.115615891155079,11.407576060361786
432,2013,400000,75976,Diesel,Dealer,Manual,Second Owner,12.899222326086994,11.238185941887343
433,2011,220000,70000,Diesel,Individual,Manual,Second Owner,12.301387370778713,11.156264806643742
434,2012,300000,85962,Petrol,Dealer,Manual,Second Owner,12.611541086966115,11.361672250100924
435,2018,250000,120000,Petrol,Individual,Manual,First Owner,12.429220196836383,11.695255355062795
436,2015,600000,120000,Diesel,Individual,Manual,First Owner,13.304686600863562,11.695255355062795
437,2012,285000,75000,Petrol,Individual,Automatic,Second Owner,12.560247968016562,11.225256725762893
438,2009,350000,57035,Petrol,Dealer,Manual,First Owner,12.765691290604371,10.95143792640201
439,2011,170000,70000,Diesel,Individual,Manual,Third Owner,12.04355959836804,11.156264806643742
440,2015,229999,45000,Petrol,Individual,Manual,First Owner,12.345834587905333,10.714439990727769
441,2013,500000,72104,Diesel,Dealer,Manual,Second Owner,13.122365377402328,11.185878668996171
442,2011,75000,15000,Petrol,Individual,Manual,First Owner,11.225256725762893,9.61587214452889
443,2016,600000,30000,Petrol,Individual,Manual,First Owner,13.304686600863562,10.308985993422082
444,2011,220000,80000,Diesel,Individual,Manual,First Owner,12.301387370778713,11.289794413577894
445,2009,150000,164000,Diesel,Individual,Manual,Second Owner,11.918397239722838,12.00762780434872
446,2006,65000,124439,Petrol,Individual,Manual,Second Owner,11.082157933374816,11.731578951011572
447,2006,120000,77000,Petrol,Individual,Manual,Second Owner,11.695255355062795,11.251573687764477
448,2014,240000,90000,Diesel,Individual,Manual,First Owner,12.388398368982115,11.407576060361786
449,2017,390000,30000,Petrol,Individual,Manual,First Owner,12.873904582205107,10.308985993422082
450,2012,180000,50000,Petrol,Individual,Manual,First Owner,12.100717685412471,10.819798284210286
451,2012,320000,80000,Diesel,Individual,Manual,Second Owner,12.676079399771027,11.289794413577894
452,2018,310000,5000,Petrol,Individual,Manual,First Owner,12.644330802262578,8.517393171418904
453,2018,420000,24000,Petrol,Individual,Automatic,First Owner,12.948012371209098,10.085850775128717
454,2019,550000,10000,Petrol,Individual,Manual,First Owner,13.217675375388819,9.210440366976517
455,2016,550000,78000,Diesel,Individual,Manual,Third Owner,13.217675375388819,11.264476926102367
456,2018,760000,50000,Diesel,Individual,Manual,First Owner,13.541075028051122,10.819798284210286
457,2001,43000,100000,Petrol,Individual,Manual,Second Owner,10.668978650219241,11.51293546492023
458,2018,250000,20000,Petrol,Individual,Manual,First Owner,12.429220196836383,9.90353755128617
459,2019,500000,1250,Petrol,Individual,Manual,First Owner,13.122365377402328,7.1316985104669115
460,2015,380000,17152,Petrol,Individual,Manual,First Owner,12.847929163278053,9.749928364409826
461,2019,1850000,5000,Diesel,Individual,Automatic,First Owner,14.430696737594902,8.517393171418904
462,2012,350000,77000,Diesel,Individual,Manual,First Owner,12.765691290604371,11.251573687764477
463,2008,195000,90000,Diesel,Individual,Manual,Second Owner,12.180759965737863,11.407576060361786
464,2011,225000,80000,Petrol,Individual,Manual,Second Owner,12.323860125621126,11.289794413577894
465,2015,1125000,65000,Diesel,Individual,Manual,First Owner,13.933294482509151,11.082157933374816
466,2011,133000,80000,Diesel,Individual,Manual,First Owner,11.798111925972618,11.289794413577894
467,2013,200000,24005,Petrol,Individual,Manual,First Owner,12.206077645517674,10.08605907808529
468,2018,940000,20000,Diesel,Individual,Manual,First Owner,13.753636218075409,9.90353755128617
469,2014,400000,120000,Diesel,Individual,Manual,First Owner,12.899222326086994,11.695255355062795
470,2009,120000,120000,Petrol,Individual,Manual,Second Owner,11.695255355062795,11.695255355062795
471,2015,625000,80000,Diesel,Individual,Manual,First Owner,13.345508528717259,11.289794413577894
472,2005,110000,80000,Petrol,Individual,Manual,First Owner,11.608244735642321,11.289794413577894
473,2012,490000,100000,Diesel,Individual,Manual,First Owner,13.102162710901053,11.51293546492023
474,2009,140000,120000,Petrol,Individual,Manual,Second Owner,11.849404844423074,11.695255355062795
475,2011,175000,149000,Diesel,Individual,Manual,Second Owner,12.07254696717504,11.91170829631447
476,2005,90000,65000,Petrol,Individual,Manual,Second Owner,11.407576060361786,11.082157933374816
477,2009,275000,100000,Diesel,Individual,Manual,Second Owner,12.524530013005734,11.51293546492023
478,2011,300000,65000,Diesel,Individual,Manual,Second Owner,12.611541086966115,11.082157933374816
479,2018,270000,19000,Petrol,Individual,Manual,Second Owner,12.506180941677357,9.852246888342531
